"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2000","2000",1.3860965078855,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2001","2001",1.3770660907239,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2002","2002",1.4800534114456,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2003","2003",1.47803602273,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2004","2004",1.4898489580256,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2005","2005",1.4737496078873,"B","Break"
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2006","2006",1.4379068272206,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2007","2007",1.3952142453836,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2008","2008",1.4111150839887,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2009","2009",1.4735363566176,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2010","2010",1.4275990202719,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2011","2011",1.4038785718556,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2012","2012",1.3752910221529,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2013","2013",1.3909009617731,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2014","2014",1.3133651866407,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2015","2015",1.3455509407579,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2016","2016",1.2551668443947,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2017","2017",1.1449409814803,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2018","2018",1.1222687881842,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2019","2019",1.2006817063535,,
"CHE","Switzerland","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2020","2020",1.3092484952976,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2000","2000",0.48330996656534,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2001","2001",0.51340166715726,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2002","2002",0.61235005894709,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2003","2003",0.6250941858306,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2004","2004",0.65045256526387,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2005","2005",0.65143726153746,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2006","2006",0.66784469317532,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2007","2007",0.64948165261438,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2008","2008",0.67740034366333,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2009","2009",0.72317038613654,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2010","2010",0.67104839546428,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2011","2011",0.66190711824856,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2012","2012",0.64864889488119,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2013","2013",0.68926360675676,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2014","2014",0.64781865531855,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2015","2015",0.6702031777894,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2016","2016",0.61695217185686,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2017","2017",0.50674999539521,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2018","2018",0.50104185981913,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2019","2019",0.53314467098257,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2020","2020",0.58503294328565,,
"CHE","Switzerland","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2021","2021",0.54197808298472,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2000","2000",0.89727269352258,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2001","2001",0.86366442356661,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2002","2002",0.86645873855759,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2003","2003",0.85294183689944,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2004","2004",0.83899819712946,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2005","2005",0.82231234634982,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2006","2006",0.77006213404531,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2007","2007",0.74573259276921,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2008","2008",0.73371474032539,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2009","2009",0.75036597048104,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2010","2010",0.75655062480762,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2011","2011",0.74197145360705,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2012","2012",0.72664212727169,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2013","2013",0.70163735501635,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2014","2014",0.66554653132217,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2015","2015",0.67534776296854,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2016","2016",0.63821467253786,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2017","2017",0.63819098608509,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2018","2018",0.62122692836503,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2019","2019",0.6675370353709,,
"CHE","Switzerland","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2020","2020",0.72421555201197,,
"CHE","Switzerland","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2000","2000",0.00551384779759,,
"CHE","Switzerland","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2001","2001",0,,
"CHE","Switzerland","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2002","2002",0.00124461394095,,
"CHE","Switzerland","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2003","2003",0,,
"CHE","Switzerland","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2004","2004",0.00039819563224,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2000","2000",1144.467644855,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2001","2001",1131.428980616,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2002","2002",1241.1328021346,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2003","2003",1238.3497568623,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2004","2004",1220.6721587468,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2005","2005",1218.7110717075,"B","Break"
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2006","2006",1209.4808275282,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2007","2007",1196.8202594899,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2008","2008",1206.9598292912,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2009","2009",1264.4210270728,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2010","2010",1243.6746311401,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2011","2011",1193.5526248811,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2012","2012",1158.3120363243,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2013","2013",1161.4219449254,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2014","2014",1105.9884027611,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2015","2015",1127.658828438,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2016","2016",1054.7614525814,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2017","2017",963.59677943111,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2018","2018",966.25719298526,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2019","2019",1030.2419793661,,
"CHE","Switzerland","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2020","2020",1077.4151323852,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2000","2000",399.05779721919,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2001","2001",421.8225463768,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2002","2002",513.50021470235,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2003","2003",523.72555278426,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2004","2004",532.93277330293,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2005","2005",538.70331765291,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2006","2006",561.75082896249,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2007","2007",557.12791249643,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2008","2008",579.39640248094,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2009","2009",620.54243743694,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2010","2010",584.59403085555,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2011","2011",562.74167456581,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2012","2012",546.31187885835,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2013","2013",575.54484519532,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2014","2014",545.52985503383,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2015","2015",561.67366644304,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2016","2016",518.44690757011,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2017","2017",426.48719142555,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2018","2018",431.38979372337,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2019","2019",457.463471139,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2020","2020",481.43904560803,,
"CHE","Switzerland","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2021","2021",455.31513279328,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2000","2000",740.85719176586,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2001","2001",709.60643423918,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2002","2002",726.58888780884,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2003","2003",714.624204078,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2004","2004",687.41313336349,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2005","2005",680.00775405464,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2006","2006",647.72999856572,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2007","2007",639.69234699342,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2008","2008",627.56342681021,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2009","2009",643.8785896359,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2010","2010",659.08060028454,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2011","2011",630.81095031533,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2012","2012",612.00015746599,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2013","2013",585.87709973008,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2014","2014",560.45854772724,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2015","2015",565.98516199492,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2016","2016",536.31454501126,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2017","2017",537.10958800555,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2018","2018",534.86739926189,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2019","2019",572.77850822707,,
"CHE","Switzerland","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2020","2020",595.9760867772,,
"CHE","Switzerland","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2000","2000",4.5526558699864,,
"CHE","Switzerland","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2001","2001",0,,
"CHE","Switzerland","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2002","2002",1.0436996233788,,
"CHE","Switzerland","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2003","2003",0,,
"CHE","Switzerland","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2004","2004",0.32625208038135,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2000","2000",34.868421052632,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2001","2001",37.282282282282,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2002","2002",41.373510861948,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2003","2003",42.292215901207,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2004","2004",43.658960310036,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2005","2005",44.202709744659,"B","Break"
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2006","2006",46.445616679226,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2007","2007",46.550675264631,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2008","2008",48.00461361015,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2009","2009",49.077200090029,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2010","2010",47.005383580081,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2011","2011",47.148459383753,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2012","2012",47.164482602802,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2013","2013",49.555189456343,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2014","2014",49.325097231755,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2015","2015",49.808829787736,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2016","2016",49.153001022296,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2017","2017",44.259922877424,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2018","2018",44.645441902542,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2019","2019",44.403497459935,,
"CHE","Switzerland","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2020","2020",44.684637437957,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2000","2000",64.733782129743,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2001","2001",62.717717717718,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2002","2002",58.5423966363,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2003","2003",57.707784098793,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2004","2004",56.314312441534,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2005","2005",55.797290255341,"B","Break"
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2006","2006",53.554383320774,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2007","2007",53.449324735369,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2008","2008",51.99538638985,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2009","2009",50.922799909971,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2010","2010",52.994616419919,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2011","2011",52.851540616246,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2012","2012",52.835517397198,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2013","2013",50.444810543657,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2014","2014",50.674902768245,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2015","2015",50.191170212264,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2016","2016",50.846998977704,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2017","2017",55.740077122576,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2018","2018",55.354558097458,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2019","2019",55.596502540065,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2020","2020",55.315362562043,,
"CHE","Switzerland","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2000","2000",0.39779681762546,,
"CHE","Switzerland","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2001","2001",0,,
"CHE","Switzerland","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2002","2002",0.08409250175193,,
"CHE","Switzerland","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2003","2003",0,,
"CHE","Switzerland","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2004","2004",0.02672724842977,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2000","2000",21.980453623456,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2001","2001",33.771999365784,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2002","2002",33.782498414711,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2003","2003",35.308757193965,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2004","2004",35.099337748344,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2005","2005",35.46783185174,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2006","2006",36.13898457391,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2007","2007",34.520792964674,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2008","2008",36.192498230715,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2009","2009",37.749346540102,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2010","2010",36.890610391345,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2011","2011",36.896321070234,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2012","2012",38.346954916952,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2013","2013",39.165562913907,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2014","2014",39.89145183175,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2015","2015",39.52078417689,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2016","2016",40.48628941469,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2017","2017",40.800616605619,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2018","2018",40.457998218956,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2019","2019",37.983885903119,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2020","2020",37.207394332846,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2000","2000",54.234632225875,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2001","2001",55.383625898159,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2002","2002",55.534607538687,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2003","2003",55.665059833946,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2004","2004",45.374400686044,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2005","2005",45.377389135039,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2006","2006",45.385964684329,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2007","2007",45.568390005587,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2008","2008",45.730805711836,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2009","2009",47.121344022452,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2010","2010",47.719423619142,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2011","2011",48.110910437483,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2012","2012",50.121227083144,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2013","2013",50.515572417915,,
"TUR","Türkiye","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2014","2014",30.767251796318,,
